Node label	Node label ORF	Domain (predominant)	Neighborhood score [max=1, min=0] (predominant)	Total number of enriched domains	Number of enriched attributes per domain
YGL112C	YGL112C	15	1.000	2	0,0,0,0,0,0,0,0,0,0,0,0,4,88,0,0
YGL113W	YGL113W	14	1.000	2	0,0,0,0,0,0,0,0,0,0,0,0,60,12,0,0
YGL114W	YGL114W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL115W	YGL115W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL116W	YGL116W	14	1.000	2	0,0,0,0,0,0,0,0,0,0,0,0,75,8,0,0
YGL119W	YGL119W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL120C	YGL120C	8	1.000	4	0,0,0,0,5,4,13,6,0,0,0,0,0,0,0,0
YGL122C	YGL122C	9	0.453	1	0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
YGL123W	YGL123W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL124C	YGL124C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL125W	YGL125W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL127C	YGL127C	15	0.637	1	0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0
YGL128C	YGL128C	6	0.580	1	0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
YGL130W	YGL130W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL135W	YGL135W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL136C	YGL136C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL137W	YGL137W	3	1.000	2	0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL145W	YGL145W	3	0.746	1	0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL147C	YGL147C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL149W	YGL149W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL150C	YGL150C	15	1.000	2	0,0,0,0,0,0,0,0,0,0,0,0,9,61,0,0
YGL151W	YGL151W	15	1.000	1	0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0
YGL155W	YGL155W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL172W	YGL172W	9	1.000	1	0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0
YGL173C	YGL173C	10	0.483	3	0,0,0,0,5,0,0,1,6,0,0,0,0,0,0,0
YGL174W	YGL174W	6	1.000	1	0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
YGL175C	YGL175C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL178W	YGL178W	14	1.000	2	0,0,0,0,0,0,0,0,0,0,0,0,74,5,0,0
YGL179C	YGL179C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL180W	YGL180W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL181W	YGL181W	14	0.591	2	0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0
YGL189C	YGL189C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL190C	YGL190C	14	1.000	2	0,0,0,0,0,0,0,0,0,0,0,0,47,7,0,0
YGL194C	YGL194C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL195W	YGL195W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL197W	YGL197W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL201C	YGL201C	14	1.000	2	0,0,0,0,0,0,0,0,0,0,0,0,61,12,0,0
YGL207W	YGL207W	15	1.000	2	0,0,0,0,0,0,0,0,0,0,0,0,12,98,0,0
YGL210W	YGL210W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL215W	YGL215W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL216W	YGL216W	1	0.387	1	0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
YGL219C	YGL219C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL222C	YGL222C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL225W	YGL225W	4	0.394	2	0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL226C-A	YGL226C-A	17	0.532	1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
YGL228W	YGL228W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL233W	YGL233W	4	1.000	3	0,2,10,0,0,0,0,1,0,0,0,0,0,0,0,0
YGL235W	YGL235W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL237C	YGL237C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL238W	YGL238W	11	0.797	1	0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
YGL240W	YGL240W	14	0.620	2	0,0,0,0,0,0,0,0,0,9,0,0,17,0,0,0
YGL241W	YGL241W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL242C	YGL242C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL244W	YGL244W	15	1.000	3	0,0,0,0,0,0,0,0,0,0,0,0,14,97,1,0
YGL252C	YGL252C	1	0.400	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL253W	YGL253W	15	0.313	1	0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
YGL257C	YGL257C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR002C	YGR002C	15	1.000	2	0,0,0,0,0,0,0,0,0,0,0,0,17,82,0,0
YGR003W	YGR003W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR005C	YGR005C	15	1.000	2	0,0,0,0,0,0,0,0,0,0,0,0,6,90,0,0
YGR006W	YGR006W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR009C	YGR009C	3	1.000	2	0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR013W	YGR013W	6	1.000	1	0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
YGR014W	YGR014W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR027C	YGR027C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR030C	YGR030C	8	0.375	1	0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
YGR033C	YGR033C	5	0.613	2	0,0,0,9,0,0,0,2,0,0,0,0,0,0,0,0
YGR034W	YGR034W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR035C	YGR035C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR037C	YGR037C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR041W	YGR041W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR045C	YGR045C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR046W	YGR046W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR047C	YGR047C	1	0.383	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR048W	YGR048W	11	0.382	1	0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
YGR050C	YGR050C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR052W	YGR052W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR056W	YGR056W	1	0.387	1	0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
YGR059W	YGR059W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR060W	YGR060W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR068C	YGR068C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR072W	YGR072W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR074W	YGR074W	6	0.882	2	0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0
YGR075C	YGR075C	6	0.385	1	0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
YGR078C	YGR078C	14	0.997	4	0,0,0,0,0,0,0,1,0,0,0,15,17,1,0,0
YGR080W	YGR080W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR083C	YGR083C	12	0.401	1	0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
YGR084C	YGR084C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR085C	YGR085C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR091W	YGR091W	6	0.605	1	0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
YGR092W	YGR092W	14	1.000	2	0,0,0,0,0,0,0,0,0,0,0,0,36,9,0,0
YGR094W	YGR094W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR097W	YGR097W	15	0.631	2	0,0,0,0,0,0,0,0,0,0,0,0,2,42,0,0
YGR098C	YGR098C	14	0.324	1	0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
YGR103W	YGR103W	8	1.000	3	0,0,0,0,1,0,13,6,0,0,0,0,0,0,0,0
YGR104C	YGR104C	15	1.000	2	0,0,0,0,0,0,0,0,0,0,0,0,1,85,0,0
YGR109C	YGR109C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR111W	YGR111W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR113W	YGR113W	14	1.000	2	0,0,0,0,0,0,0,0,0,0,0,0,31,1,0,0
YGR116W	YGR116W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR118W	YGR118W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR119C	YGR119C	9	1.000	1	0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0
YGR120C	YGR120C	2	0.708	2	7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR128C	YGR128C	7	0.913	2	0,0,0,0,0,14,6,0,0,0,0,0,0,0,0,0
YGR129W	YGR129W	6	1.000	2	0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0
YGR130C	YGR130C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR132C	YGR132C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR134W	YGR134W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR135W	YGR135W	11	1.000	1	0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0
YGR140W	YGR140W	14	0.967	2	0,0,0,0,0,0,0,0,0,0,0,0,29,12,0,0
YGR144W	YGR144W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR147C	YGR147C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR148C	YGR148C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR152C	YGR152C	1	0.321	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR155W	YGR155W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR156W	YGR156W	16	0.835	2	0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
YGR157W	YGR157W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR158C	YGR158C	10	1.000	3	0,0,0,0,0,0,6,0,35,6,0,0,0,0,0,0
YGR161C	YGR161C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR163W	YGR163W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR166W	YGR166W	3	0.499	1	0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR172C	YGR172C	3	0.978	2	2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR178C	YGR178C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR179C	YGR179C	14	1.000	1	0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
YGR180C	YGR180C	15	0.860	2	0,0,0,0,0,0,0,0,0,0,0,0,29,44,0,0
YGR183C	YGR183C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR185C	YGR185C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR186W	YGR186W	15	1.000	3	0,0,0,0,0,0,0,0,0,0,0,0,11,90,1,0
YGR188C	YGR188C	14	1.000	2	0,0,0,0,0,0,0,0,0,0,0,0,70,4,0,0
YGR192C	YGR192C	15	0.358	1	0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
YGR195W	YGR195W	10	0.526	2	0,0,0,0,0,0,0,25,32,0,0,0,0,0,0,0
YGR196C	YGR196C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR200C	YGR200C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR208W	YGR208W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR211W	YGR211W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR214W	YGR214W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR217W	YGR217W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR218W	YGR218W	9	1.000	1	0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0
YGR220C	YGR220C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR229C	YGR229C	14	1.000	3	0,0,0,0,0,0,0,0,0,0,0,1,31,18,0,0
YGR231C	YGR231C	9	0.363	1	0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
YGR232W	YGR232W	11	0.739	1	0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
YGR243W	YGR243W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR245C	YGR245C	8	1.000	3	0,0,0,0,1,0,13,6,0,0,0,0,0,0,0,0
YGR248W	YGR248W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR251W	YGR251W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR253C	YGR253C	11	1.000	1	0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0
YGR260W	YGR260W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR262C	YGR262C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR264C	YGR264C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR266W	YGR266W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR270W	YGR270W	15	1.000	3	0,0,0,0,0,0,0,0,0,0,0,0,15,97,1,0
YGR274C	YGR274C	15	1.000	2	0,0,0,0,0,0,0,0,0,0,0,0,2,70,0,0
YGR275W	YGR275W	15	1.000	2	0,0,0,0,0,0,0,0,0,0,0,0,16,95,0,0
YGR278W	YGR278W	6	1.000	1	0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
YGR282C	YGR282C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR284C	YGR284C	3	0.842	2	1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR292W	YGR292W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHL002W	YHL002W	9	0.329	1	0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
YHL010C	YHL010C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHL015W	YHL015W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHL016C	YHL016C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHL020C	YHL020C	15	0.364	1	0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
YHL025W	YHL025W	15	1.000	2	0,0,0,0,0,0,0,0,0,0,0,0,8,91,0,0
YHL027W	YHL027W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHL028W	YHL028W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHL029C	YHL029C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHL030W	YHL030W	11	1.000	1	0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0
YHL031C	YHL031C	3	1.000	3	2,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0
YHL033C	YHL033C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHL034C	YHL034C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR004C	YHR004C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR006W	YHR006W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR007C	YHR007C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR009C	YHR009C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR012W	YHR012W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR020W	YHR020W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR021C	YHR021C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR027C	YHR027C	9	0.446	2	0,0,0,0,0,0,0,17,0,16,0,0,0,0,0,0
YHR030C	YHR030C	14	0.791	3	0,0,0,0,0,0,0,0,0,11,0,0,15,8,0,0
YHR031C	YHR031C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR034C	YHR034C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR040W	YHR040W	8	0.365	1	0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
YHR041C	YHR041C	15	1.000	1	0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0
YHR048W	YHR048W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR051W	YHR051W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR058C	YHR058C	15	0.930	1	0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0
YHR061C	YHR061C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR062C	YHR062C	8	0.526	1	0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
YHR064C	YHR064C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR066W	YHR066W	8	1.000	4	0,0,0,0,1,3,13,6,0,0,0,0,0,0,0,0
YHR067W	YHR067W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR069C	YHR069C	10	0.909	3	0,0,0,0,0,0,6,0,35,6,0,0,0,0,0,0
YHR071W	YHR071W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR075C	YHR075C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR077C	YHR077C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR079C	YHR079C	3	0.379	1	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR081W	YHR081W	10	1.000	3	0,0,0,0,0,0,6,0,35,6,0,0,0,0,0,0
YHR083W	YHR083W	5	0.613	2	0,0,0,9,0,0,0,2,0,0,0,0,0,0,0,0
YHR085W	YHR085W	8	0.501	1	0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
YHR086W	YHR086W	6	1.000	2	0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0
YHR088W	YHR088W	8	1.000	3	0,0,0,0,1,0,13,6,0,0,0,0,0,0,0,0
YHR094C	YHR094C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR098C	YHR098C	14	1.000	2	0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,0
YHR099W	YHR099W	15	1.000	2	0,0,0,0,0,0,0,0,0,0,0,0,13,93,0,0
YHR104W	YHR104W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR107C	YHR107C	14	0.514	1	0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
YHR108W	YHR108W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR111W	YHR111W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR114W	YHR114W	13	0.855	3	0,0,0,0,0,0,0,0,0,0,0,17,2,1,0,0
YHR116W	YHR116W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR118C	YHR118C	14	1.000	2	0,0,0,0,0,0,0,0,0,0,0,0,65,20,0,0
YHR119W	YHR119W	15	1.000	2	0,0,0,0,0,0,0,0,0,0,0,0,14,95,0,0
YHR122W	YHR122W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR129C	YHR129C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR134W	YHR134W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR135C	YHR135C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR136C	YHR136C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR142W	YHR142W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR146W	YHR146W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR148W	YHR148W	7	0.558	2	0,0,0,0,0,12,6,0,0,0,0,0,0,0,0,0
YHR150W	YHR150W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR151C	YHR151C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR152W	YHR152W	14	0.427	2	0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0
YHR153C	YHR153C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR154W	YHR154W	14	1.000	2	0,0,0,0,0,0,0,0,0,0,0,0,33,1,0,0
YHR156C	YHR156C	6	1.000	2	0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0
YHR158C	YHR158C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR159W	YHR159W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR161C	YHR161C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR162W	YHR162W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR164C	YHR164C	14	1.000	2	0,0,0,0,0,0,0,0,0,0,0,0,47,40,0,0
YHR165C	YHR165C	6	1.000	1	0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
YHR166C	YHR166C	14	1.000	3	0,0,0,0,0,0,0,0,0,5,0,0,41,2,0,0
YHR167W	YHR167W	9	0.445	1	0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
YHR171W	YHR171W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR172W	YHR172W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR174W	YHR174W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR178W	YHR178W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR179W	YHR179W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR185C	YHR185C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR186C	YHR186C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR187W	YHR187W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR188C	YHR188C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR190W	YHR190W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR191C	YHR191C	14	0.344	1	0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
YHR193C	YHR193C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR194W	YHR194W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR195W	YHR195W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR196W	YHR196W	7	1.000	3	0,0,0,0,1,14,12,0,0,0,0,0,0,0,0,0
YHR197W	YHR197W	8	1.000	4	0,0,0,0,1,3,13,7,0,0,0,0,0,0,0,0
YHR200W	YHR200W	11	1.000	2	0,0,0,0,0,0,0,0,0,20,0,0,0,2,0,0
YHR203C	YHR203C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR205W	YHR205W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR206W	YHR206W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR207C	YHR207C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR208W	YHR208W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YIL004C	YIL004C	3	0.978	2	1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YIL007C	YIL007C	11	0.613	1	0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0
YIL019W	YIL019W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YIL021W	YIL021W	15	1.000	2	0,0,0,0,0,0,0,0,0,0,0,0,6,93,0,0
YIL026C	YIL026C	14	0.366	1	0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
YIL030C	YIL030C	11	1.000	1	0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0
YIL033C	YIL033C	15	0.364	2	0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0
YIL034C	YIL034C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YIL035C	YIL035C	14	0.868	2	0,0,0,0,0,0,0,0,0,0,0,0,23,15,0,0
YIL036W	YIL036W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
