node_a	node_b	node_c	type_ac	type_bc	genetic_interaction_score
YDL186W	YCR069W	YNL216W	tu	tu	-0.1628
YDL190C	YBR029C	YKL112W	tu	tu	-0.1666
YDL190C	YBR198C	YLL039C	p	p	-0.1266
YDL190C	YCL008C	YLL039C	p	p	-0.1269
YDL192W	YBR164C	YDL226C	p	p	-0.1347
YDL192W	YBR164C	YER122C	p	p	-0.1347
YDL193W	YAL023C	YKL112W	tu	tu	-0.3896
YDL203C	YBL105C	YHR030C	ku	kd	-0.3379
YDL203C	YBL105C	YHR030C	ku	ku	-0.3379
YDL203C	YBL105C	YJL095W	ku	kd	-0.3379
YDL203C	YBL105C	YJL095W	ku	ku	-0.3379
YDL203C	YBL105C	YJL095W	ku	p	-0.3379
YDL203C	YBR011C	YLR371W	p	p	-0.6603
YDL203C	YBR200W	YJL095W	ku	ku	-0.1404
YDL203C	YBR200W	YJL095W	ku	p	-0.1404
YDL203C	YBR260C	YHR030C	ku	ku	-0.2293
YDL203C	YBR260C	YJL095W	ku	ku	-0.2293
YDL207W	YAR002W	YML103C	p	p	-0.1768
YDL207W	YAR002W	YMR047C	p	p	-0.1768
YDL207W	YBL079W	YDL116W	p	p	-0.2596
YDL207W	YBL079W	YGL092W	p	p	-0.2596
YDL207W	YBL079W	YJL061W	p	p	-0.2596
YDL207W	YBL079W	YKL068W	p	p	-0.2596
YDL207W	YBL079W	YMR047C	p	p	-0.2596
YDL207W	YCL039W	YMR047C	p	p	-0.1292
YDL208W	YDL014W	YGL120C	p	p	-0.2596
YDL208W	YDL014W	YHR072W-A	p	p	-0.2596
YDL208W	YDL014W	YHR089C	p	p	-0.2596
YDL208W	YDL014W	YLR175W	p	p	-0.2596
YDL208W	YDL014W	YMR229C	p	p	-0.2596
YDL209C	YBL074C	YER029C	p	p	-0.3042
YDL209C	YBL074C	YER172C	p	p	-0.3042
YDL209C	YBL074C	YGR074W	p	p	-0.3042
YDL209C	YBL074C	YHR165C	p	p	-0.3042
YDL209C	YBL074C	YKL173W	p	p	-0.3042
YDL209C	YBL084C	YBR049C	tu	tu	-0.1424
YDL212W	YBL105C	YBR049C	tu	tu	-0.1668
YDL212W	YBL105C	YMR149W	p	kd	-0.1668
YDL212W	YBL105C	YMR149W	p	p	-0.1668
YDL212W	YBR131W	YBR049C	tu	tu	-0.1503
YDL212W	YBR170C	YBR049C	tu	tu	-0.1781
YDL213C	YCL059C	YMR229C	p	p	-0.1529
YDL213C	YCL059C	YPL217C	p	p	-0.1529
YDL220C	YBR135W	YBR160W	ku	ku	-0.1577
YDL220C	YBR135W	YBR160W	p	ku	-0.1577
YDL220C	YBR135W	YBR160W	ku	p	-0.1577
YDL220C	YBR135W	YBR160W	p	p	-0.1577
YDL220C	YBR275C	YBL088C	ku	ku	-0.1521
YDL220C	YCL061C	YBR136W	ku	ku	-0.1338
YDL220C	YCL061C	YBR136W	p	ku	-0.1338
YDL220C	YCL061C	YPL153C	ku	ku	-0.1338
YDL220C	YCL061C	YPL153C	ku	p	-0.1338
YDL225W	YBL061C	YNL233W	p	p	-0.1651
YDL225W	YCL014W	YBR160W	ku	ku	-0.392
YDL225W	YCL014W	YBR160W	ku	p	-0.392
YDL225W	YCL014W	YDR510W	p	p	-0.392
YDL225W	YCL014W	YJR092W	p	p	-0.392
YDL225W	YCL014W	YPL153C	ku	ku	-0.392
YDL225W	YCL014W	YPL153C	p	ku	-0.392
YDL225W	YCL014W	YPL153C	ku	p	-0.392
YDL225W	YCL014W	YPL153C	p	p	-0.392
YDL225W	YCR002C	YDR507C	ku	ku	-0.5141
YDL225W	YCR002C	YDR507C	p	ku	-0.5141
YDL225W	YCR002C	YDR507C	ku	p	-0.5141
YDL225W	YCR002C	YDR507C	p	p	-0.5141
YDL225W	YCR002C	YDR510W	p	p	-0.5141
YDL225W	YCR002C	YHR107C	p	p	-0.5141
YDL225W	YCR002C	YJR076C	p	p	-0.5141
YDL225W	YCR002C	YJR092W	p	p	-0.5141
YDL225W	YCR002C	YLR314C	p	p	-0.5141
YDL225W	YCR002C	YNL233W	p	p	-0.5141
YDL225W	YCR002C	YNL298W	ku	ku	-0.5141
YDL225W	YCR002C	YPL153C	ku	ku	-0.5141
YDL225W	YCR002C	YPL153C	p	ku	-0.5141
YDL225W	YCR002C	YPL153C	ku	p	-0.5141
YDL225W	YCR002C	YPL153C	p	p	-0.5141
YDL226C	YAL026C	YDL192W	p	p	-0.4373
YDL226C	YBR017C	YBR049C	tu	tu	-0.2149
YDL226C	YBR036C	YBR049C	tu	tu	-0.1962
YDL226C	YBR082C	YBR049C	tu	tu	-0.1242
YDL229W	YBR154C	YFL023W	p	p	-0.1218
YDL232W	YBL105C	YEL002C	p	kd	-0.5112
YDL232W	YBL105C	YEL002C	p	p	-0.5112
YDL232W	YBL105C	YGL022W	p	kd	-0.5112
YDL232W	YBL105C	YGL022W	p	p	-0.5112
YDL232W	YBL105C	YJL002C	p	p	-0.5112
YDL232W	YBL105C	YMR149W	p	kd	-0.5112
YDL232W	YBL105C	YMR149W	p	p	-0.5112
YDR013W	YAR007C	YBL023C	p	p	-0.3351
YDR013W	YBR136W	YGL201C	p	kd	-0.2758
YDR013W	YBR136W	YJL090C	p	p	-0.2758
YDR013W	YBR136W	YPR019W	p	kd	-0.2758
YDR013W	YBR202W	YBL023C	p	p	-0.3514
YDR013W	YBR202W	YDR489W	p	p	-0.3514
YDR013W	YBR202W	YEL032W	p	p	-0.3514
YDR013W	YBR202W	YGL113W	p	p	-0.3514
YDR013W	YBR202W	YGL201C	p	p	-0.3514
YDR013W	YBR202W	YJL072C	p	p	-0.3514
YDR013W	YBR202W	YLR274W	p	p	-0.3514
YDR013W	YBR202W	YOL146W	p	p	-0.3514
YDR013W	YBR202W	YPR019W	p	p	-0.3514
YDR013W	YBR278W	YPR175W	p	p	-0.6768
YDR013W	YCL061C	YBL023C	p	p	-0.6322
YDR013W	YCL061C	YDR489W	p	p	-0.6322
YDR013W	YCL061C	YEL032W	p	p	-0.6322
YDR013W	YCL061C	YGL201C	p	p	-0.6322
YDR013W	YCL061C	YPR019W	p	p	-0.6322
YDR013W	YCL061C	YPR135W	p	p	-0.6322
YDR013W	YCL061C	YPR175W	p	p	-0.6322
YDR013W	YCR086W	YBR202W	p	p	-0.2917
YDR013W	YDL220C	YNL102W	p	p	-0.1637
YDR045C	YBR154C	YOR116C	p	p	-0.5282
YDR045C	YBR154C	YOR207C	p	p	-0.5282
YDR050C	YDL140C	YDR510W	p	p	-0.1662
YDR050C	YDL140C	YPL075W	tu	tu	-0.1662
YDR054C	YBR135W	YLL039C	p	p	-0.3705
YDR054C	YBR135W	YLR079W	p	p	-0.3705
YDR054C	YCL008C	YLL039C	p	p	-0.6853
YDR059C	YBR082C	YER068W	p	p	-0.8206
YDR059C	YBR082C	YER125W	p	p	-0.8206
YDR062W	YBR058C-A	YMR296C	p	p	-0.7285
YDR067C	YBR251W	YIL036W	tu	tu	-0.1388
YDR071C	YBR010W	YPL153C	ku	ku	-0.147
YDR071C	YBR010W	YPL153C	ku	p	-0.147
YDR073W	YBL013W	YBR049C	tu	tu	-0.1353
YDR076W	YAR002W	YPL153C	ku	ku	-0.2971
YDR076W	YAR002W	YPL153C	p	ku	-0.2971
YDR076W	YBL051C	YPL153C	ku	ku	-0.1382
YDR076W	YBL051C	YPL153C	p	ku	-0.1382
YDR076W	YBL051C	YPL153C	ku	p	-0.1382
YDR076W	YBL051C	YPL153C	p	p	-0.1382
YDR080W	YAL002W	YDL077C	p	p	-0.2525
YDR080W	YAL002W	YDR495C	p	p	-0.2525
YDR080W	YAL002W	YLR148W	p	p	-0.2525
YDR080W	YAL002W	YLR396C	p	p	-0.2525
YDR080W	YAL002W	YMR231W	p	p	-0.2525
YDR080W	YAL002W	YPL045W	p	p	-0.2525
YDR081C	YBR240C	YDL080C	p	p	-0.1336
YDR086C	YBR171W	YLR378C	p	p	-0.7905
YDR086C	YBR171W	YPL094C	p	p	-0.7905
YDR086C	YDL232W	YEL002C	p	p	-0.4232
YDR086C	YDL232W	YER087C-B	p	p	-0.4232
YDR086C	YDL232W	YLR378C	p	p	-0.4232
YDR086C	YDL232W	YMR149W	p	p	-0.4232
YDR087C	YAL025C	YGR103W	p	p	-0.3442
YDR087C	YAL025C	YHR066W	p	p	-0.3442
YDR087C	YBR142W	YDL031W	p	p	-0.2476
YDR087C	YBR142W	YMR229C	p	p	-0.2476
YDR087C	YBR142W	YOR272W	p	p	-0.2476
YDR087C	YBR142W	YPL093W	p	p	-0.2476
YDR088C	YCR063W	YER013W	p	p	-0.2235
YDR091C	YBL050W	YBR049C	tu	tu	-0.1426
YDR091C	YDL207W	YDR172W	p	p	-0.124
YDR092W	YBR179C	YLL039C	p	p	-0.1369
YDR096W	YBR198C	YML114C	p	p	-0.2134
YDR098C	YBL021C	YER174C	p	td	-0.1885
YDR101C	YAL059W	YMR308C	p	p	-0.4457
YDR101C	YBR160W	YOR098C	p	kd	-0.128
YDR101C	YCR072C	YER006W	p	p	-0.1822
YDR101C	YCR072C	YER126C	p	p	-0.1822
YDR101C	YCR072C	YGL099W	p	p	-0.1822
YDR101C	YCR072C	YGR245C	p	p	-0.1822
YDR101C	YCR072C	YHR197W	p	p	-0.1822
YDR101C	YCR072C	YJL122W	p	p	-0.1822
YDR101C	YCR072C	YKL009W	p	p	-0.1822
YDR101C	YCR072C	YPL093W	p	p	-0.1822
YDR113C	YBL023C	YBR160W	ku	ku	-0.1722
YDR113C	YBL023C	YBR160W	p	ku	-0.1722
YDR113C	YBL023C	YDL056W	tu	tu	-0.1722
YDR113C	YDL101C	YBR136W	ku	ku	-0.2574
YDR113C	YDL101C	YBR274W	ku	kd	-0.2574
YDR113C	YDL101C	YBR274W	p	kd	-0.2574
YDR113C	YDL101C	YBR274W	ku	ku	-0.2574
YDR113C	YDL101C	YBR274W	p	ku	-0.2574
YDR113C	YDL101C	YDL056W	tu	tu	-0.2574
YDR113C	YDL101C	YLR182W	tu	tu	-0.2574
YDR115W	YCR009C	YNL068C	tu	tu	-0.1745
YDR123C	YBR029C	YOL108C	p	tu	-0.6104
YDR123C	YCL029C	YBR160W	ku	ku	-0.1924
YDR123C	YCL029C	YBR160W	p	ku	-0.1924
YDR128W	YBL104C	YOL138C	p	p	-0.4269
YDR129C	YCR009C	YOR181W	p	p	-0.1699
YDR130C	YCR086W	YFR028C	p	p	-0.1247
YDR130C	YCR086W	YIR010W	p	p	-0.1247
YDR142C	YBR132C	YLR191W	p	p	-0.1264
YDR142C	YDL078C	YDR244W	p	p	-0.777
YDR145W	YBR049C	YML114C	p	td	-0.1944
YDR145W	YBR049C	YOL148C	p	td	-0.1944
YDR145W	YBR049C	YPL011C	p	td	-0.1944
YDR145W	YBR049C	YPL047W	p	td	-0.1944
YDR145W	YBR231C	YLR399C	p	p	-0.2359
YDR146C	YAL024C	YBR160W	ku	ku	-0.1857
YDR146C	YAL024C	YBR160W	p	ku	-0.1857
YDR146C	YAL024C	YBR160W	ku	p	-0.1857
YDR146C	YAL024C	YBR160W	p	p	-0.1857
YDR146C	YAL024C	YNL068C	tu	tu	-0.1857
YDR146C	YBL023C	YBR160W	ku	ku	-0.1879
YDR146C	YBL023C	YBR160W	p	ku	-0.1879
YDR146C	YBL084C	YBR160W	ku	ku	-0.2136
YDR146C	YBL084C	YBR160W	p	ku	-0.2136
YDR146C	YBL105C	YBR160W	ku	ku	-0.2571
YDR146C	YBL105C	YBR160W	p	ku	-0.2571
YDR146C	YBL105C	YBR160W	ku	p	-0.2571
YDR146C	YBL105C	YBR160W	p	p	-0.2571
YDR146C	YBL105C	YNL271C	td	kd	-0.2571
YDR146C	YBR060C	YBR160W	ku	ku	-0.5374
YDR146C	YBR060C	YBR160W	p	ku	-0.5374
YDR146C	YBR060C	YBR160W	ku	p	-0.5374
YDR146C	YBR060C	YBR160W	p	p	-0.5374
YDR146C	YBR060C	YNL068C	tu	p	-0.5374
YDR146C	YBR083W	YBR070C	td	td	-0.1822
YDR146C	YBR083W	YDR055W	td	td	-0.1822
YDR146C	YBR083W	YER189W	td	td	-0.1822
YDR146C	YBR105C	YGL227W	td	p	-0.1893
YDR146C	YBR105C	YMR043W	tu	tu	-0.1893
YDR146C	YBR112C	YMR251W-A	td	td	-0.1923
YDR146C	YBR112C	YOR140W	td	p	-0.1923
YDR146C	YBR202W	YMR043W	tu	tu	-0.1751
YDR148C	YBR221C	YFL018C	p	p	-0.5523
YDR148C	YCR079W	YIL131C	tu	tu	-0.5272
YDR150W	YDL101C	YOR372C	tu	kd	-0.1488
YDR156W	YBR036C	YBR049C	tu	tu	-0.2614
YDR157W	YBR077C	YBR049C	tu	tu	-0.3241
YDR158W	YBR077C	YBR049C	tu	tu	-0.5451
YDR158W	YDL212W	YBR049C	tu	tu	-0.2203
YDR159W	YAL024C	YBR160W	ku	ku	-0.3485
YDR159W	YAL024C	YBR160W	ku	p	-0.3485
YDR159W	YBL002W	YBR111W-A	p	p	-0.2686
YDR159W	YBL079W	YMR047C	p	p	-0.3068
YDR159W	YBL079W	YOR098C	p	p	-0.3068
YDR159W	YBL084C	YBR160W	ku	ku	-0.2395
YDR159W	YBR010W	YBR111W-A	p	p	-0.1246
YDR159W	YBR010W	YDR448W	p	p	-0.1246
YDR159W	YBR135W	YBR160W	ku	ku	-0.1699
YDR159W	YBR135W	YBR160W	ku	p	-0.1699
YDR159W	YCL011C	YDL084W	p	p	-0.1815
YDR159W	YCL029C	YBR160W	ku	ku	-0.1402
YDR159W	YDL161W	YIL095W	ku	ku	-0.285
YDR162C	YAL020C	YKR048C	p	p	-0.1255
YDR162C	YBR133C	YDR507C	p	ku	-0.2979
YDR162C	YBR133C	YHL007C	p	p	-0.2979
YDR162C	YBR133C	YLR113W	ku	ku	-0.2979
YDR162C	YBR133C	YNL298W	ku	ku	-0.2979
YDR162C	YBR133C	YNL298W	p	ku	-0.2979
YDR162C	YBR200W	YDL028C	ku	ku	-0.194
YDR162C	YBR200W	YDL028C	p	ku	-0.194
YDR162C	YBR200W	YDL028C	ku	p	-0.194
YDR162C	YBR200W	YDL028C	p	p	-0.194
YDR162C	YBR200W	YER114C	p	p	-0.194
YDR162C	YBR200W	YHL007C	p	ku	-0.194
YDR162C	YBR200W	YHL007C	p	p	-0.194
YDR162C	YBR200W	YJL095W	ku	ku	-0.194
YDR162C	YBR200W	YJL095W	p	ku	-0.194
YDR162C	YBR200W	YJL095W	ku	p	-0.194
YDR162C	YBR200W	YJL095W	p	p	-0.194
YDR162C	YBR200W	YNL298W	ku	ku	-0.194
YDR162C	YBR200W	YNL298W	p	ku	-0.194
YDR162C	YBR200W	YNL298W	ku	p	-0.194
YDR162C	YBR200W	YNL298W	p	p	-0.194
YDR163W	YAL032C	YDL209C	p	p	-0.6252
YDR163W	YAL032C	YPL213W	p	p	-0.6252
YDR163W	YCR063W	YDL209C	p	p	-0.3437
YDR163W	YDL043C	YPL213W	p	p	-0.1223
YDR167W	YAL011W	YOL012C	p	p	-0.3085
YDR167W	YAL013W	YDR207C	p	p	-0.3392
YDR167W	YCR063W	YER013W	p	p	-0.127
YDR167W	YDL108W	YPL248C	p	kd	-0.2926
YDR168W	YAL038W	YBR160W	ku	ku	-0.145
YDR168W	YAL038W	YBR160W	p	ku	-0.145
YDR168W	YBR112C	YLR113W	ku	ku	-0.2052
YDR168W	YBR133C	YLR113W	ku	ku	-0.4439
YDR168W	YCR053W	YKL112W	tu	tu	-0.1467
YDR168W	YDL203C	YHR030C	ku	ku	-0.1278
YDR168W	YDL229W	YKL112W	tu	tu	-0.1652
YDR168W	YDL229W	YMR186W	p	p	-0.1652
YDR168W	YDL229W	YPL240C	p	p	-0.1652
YDR168W	YDR013W	YGL201C	p	p	-0.1383
YDR170C	YAL026C	YDL192W	p	p	-0.2422
YDR170C	YDL192W	YNL287W	p	p	-0.1452
YDR172W	YAL036C	YAL005C	p	p	-0.1298
YDR172W	YAL056W	YJL164C	ku	ku	-0.2072
YDR172W	YAL056W	YKL166C	ku	ku	-0.2072
YDR172W	YAL056W	YPL203W	ku	ku	-0.2072
YDR172W	YAR002W	YAL005C	p	p	-0.1548
YDR172W	YAR002W	YDL229W	p	p	-0.1548
YDR172W	YAR002W	YER165W	p	p	-0.1548
YDR172W	YBL026W	YOL149W	p	p	-0.1271
YDR172W	YBL079W	YDL207W	p	p	-0.1752
YDR172W	YBR143C	YMR080C	p	p	-0.1711
YDR174W	YBL072C	YPR104C	p	tu	-0.1281
YDR174W	YBR181C	YPR104C	p	tu	-0.1565
YDR176W	YBR082C	YDR392W	p	tu	-0.1284
YDR176W	YBR095C	YPL181W	p	p	-0.183
YDR177W	YBR082C	YER125W	p	p	-0.7469
YDR177W	YBR082C	YKL210W	p	p	-0.7469
YDR177W	YBR082C	YLL039C	p	p	-0.7469
YDR177W	YBR135W	YLL039C	p	p	-0.1338
YDR180W	YBR256C	YDR207C	tu	tu	-0.1426
YDR180W	YDL003W	YFL008W	p	p	-0.4979
YDR180W	YDL003W	YIL026C	p	p	-0.4979
YDR180W	YDL003W	YJL074C	p	p	-0.4979
YDR180W	YDL056W	YDL003W	p	td	-0.1496
YDR180W	YDL056W	YIL026C	p	td	-0.1496
YDR180W	YDL056W	YJL074C	p	td	-0.1496
YDR180W	YDR014W	YIL026C	p	p	-0.4139
YDR189W	YBL050W	YKL196C	p	p	-0.5577
YDR189W	YBL050W	YLR026C	p	p	-0.5577
YDR189W	YBL050W	YLR078C	p	p	-0.5577
YDR189W	YBL050W	YLR268W	p	p	-0.5577
YDR189W	YDL145C	YIL004C	p	p	-0.3412
YDR189W	YDL145C	YLR268W	p	p	-0.3412
YDR192C	YDL088C	YKL068W	p	p	-0.2318
YDR192C	YDL088C	YLR347C	p	p	-0.2318
YDR192C	YDL088C	YMR047C	p	p	-0.2318
YDR192C	YDL207W	YDL116W	p	p	-0.3873
YDR192C	YDL207W	YER107C	p	p	-0.3873
YDR192C	YDL207W	YGL092W	p	p	-0.3873
YDR192C	YDL207W	YGR119C	p	p	-0.3873
YDR192C	YDL207W	YKL057C	p	p	-0.3873
YDR192C	YDL207W	YKL068W	p	p	-0.3873
YDR192C	YDL207W	YKR082W	p	p	-0.3873
YDR192C	YDL207W	YMR047C	p	p	-0.3873
YDR192C	YDL207W	YMR255W	p	p	-0.3873
YDR192C	YDL207W	YOR204W	p	p	-0.3873
YDR195W	YBR080C	YKL112W	tu	tu	-0.1215
YDR195W	YCR053W	YKL112W	tu	tu	-0.2345
YDR195W	YDL035C	YKL112W	tu	tu	-0.1615
YDR195W	YDL070W	YKL112W	tu	tu	-0.1921
YDR195W	YDL140C	YDR301W	p	p	-0.1562
YDR195W	YDL140C	YLR115W	p	p	-0.1562
YDR195W	YDL140C	YMR061W	p	p	-0.1562
YDR195W	YDL140C	YNL222W	p	p	-0.1562
YDR202C	YDL132W	YDR328C	p	p	-0.1286
YDR205W	YBR049C	YNR039C	p	td	-0.1227
YDR207C	YAR002W	YAL005C	td	p	-0.2095
YDR207C	YAR002W	YLL039C	td	p	-0.2095
YDR207C	YBL058W	YBL078C	td	p	-0.3361
YDR207C	YBR057C	YGL036W	td	p	-0.1431
YDR207C	YBR057C	YIR018W	td	tu	-0.1431
YDR207C	YBR077C	YKL112W	tu	tu	-0.2203
YDR207C	YBR211C	YKL112W	tu	tu	-0.2064
YDR207C	YBR211C	YLR315W	td	p	-0.2064
YDR207C	YBR211C	YPL018W	td	p	-0.2064
YDR207C	YBR245C	YLR095C	td	p	-0.3097
YDR207C	YBR245C	YOR304W	p	p	-0.3097
YDR207C	YBR282W	YKL112W	tu	tu	-0.1301
YDR207C	YCL029C	YJL106W	td	ku	-0.1323
YDR207C	YCR077C	YPL240C	td	p	-0.1292
YDR207C	YDL013W	YBR082C	td	p	-0.2357
YDR207C	YDL020C	YAL005C	td	td	-0.2724
YDR207C	YDL020C	YCL057W	td	td	-0.2724
YDR207C	YDL020C	YGL033W	td	td	-0.2724
YDR207C	YDL020C	YGL062W	td	td	-0.2724
YDR207C	YDL020C	YIL075C	td	p	-0.2724
YDR207C	YDL020C	YIL075C	td	td	-0.2724
YDR207C	YDL020C	YKL015W	td	td	-0.2724
YDR207C	YDL020C	YLR024C	td	p	-0.2724
YDR207C	YDL020C	YNL155W	td	td	-0.2724
YDR207C	YDL020C	YOR338W	td	td	-0.2724
YDR207C	YDL028C	YIL144W	td	kd	-0.2248
YDR207C	YDL028C	YIL144W	td	p	-0.2248
YDR207C	YDL035C	YKL112W	tu	tu	-0.1475
YDR207C	YDL070W	YKL112W	tu	tu	-0.1449
YDR207C	YDL101C	YBR136W	td	ku	-0.1332
YDR207C	YDL101C	YML058W	td	kd	-0.1332
YDR207C	YDL101C	YML058W	td	p	-0.1332
YDR207C	YDL126C	YLL039C	td	p	-0.1938
YDR207C	YDL126C	YNL271C	td	p	-0.1938
YDR207C	YDL190C	YKL112W	tu	tu	-0.1399
YDR207C	YDL190C	YKR094C	td	p	-0.1399
YDR207C	YDL190C	YLL039C	td	p	-0.1399
YDR207C	YDL246C	YPL240C	td	p	-0.1848
YDR208W	YAL023C	YKL112W	tu	tu	-0.2036
YDR208W	YBR031W	YKL112W	tu	tu	-0.1722
YDR208W	YBR078W	YKL112W	tu	tu	-0.6209
YDR212W	YDL029W	YFL010C	p	p	-0.6105
YDR212W	YDL029W	YJR017C	p	p	-0.6105
YDR212W	YDL029W	YKL012W	p	p	-0.6105
YDR212W	YDL029W	YLR429W	p	p	-0.6105
YDR212W	YDL143W	YJL008C	p	p	-0.2175
YDR212W	YDL143W	YJL014W	p	p	-0.2175
YDR217C	YBL023C	YBR160W	ku	ku	-0.3618
YDR217C	YBL023C	YBR160W	p	ku	-0.3618
YDR217C	YCL061C	YBR136W	ku	ku	-0.6862
YDR217C	YCL061C	YPL153C	ku	ku	-0.6862
YDR217C	YCL061C	YPL153C	p	ku	-0.6862
YDR217C	YCL061C	YPL153C	ku	p	-0.6862
YDR217C	YCL061C	YPL153C	p	p	-0.6862
YDR217C	YDL102W	YPL153C	ku	ku	-0.6793
YDR217C	YDL102W	YPL153C	p	ku	-0.6793
YDR217C	YDR013W	YJL090C	p	p	-0.6425
YDR219C	YBR049C	YDR328C	p	td	-0.1498
YDR221W	YDL097C	YBR049C	tu	tu	-0.1301
YDR225W	YBL003C	YBL002W	p	p	-0.615
YDR225W	YBL003C	YBL046W	p	p	-0.615
YDR225W	YBL003C	YBR009C	p	p	-0.615
YDR225W	YBL003C	YBR010W	p	p	-0.615
YDR225W	YBL003C	YBR089C-A	p	p	-0.615
YDR225W	YBL003C	YDR075W	p	p	-0.615
YDR225W	YBL003C	YDR224C	p	p	-0.615
YDR225W	YBL003C	YER111C	tu	tu	-0.615
YDR225W	YBL003C	YFL024C	p	p	-0.615
YDR225W	YBL003C	YGL150C	p	p	-0.615
YDR225W	YBL003C	YGL241W	p	p	-0.615
YDR225W	YBL003C	YGR252W	p	p	-0.615
YDR225W	YBL003C	YGR275W	p	p	-0.615
YDR225W	YBL003C	YJL081C	p	p	-0.615
YDR225W	YBL003C	YKL139W	ku	ku	-0.615
YDR225W	YBL003C	YKL139W	p	ku	-0.615
YDR225W	YBL003C	YKR048C	p	p	-0.615
YDR225W	YBL003C	YLR442C	p	p	-0.615
YDR225W	YBL003C	YNL030W	p	p	-0.615
YDR225W	YBL003C	YNL031C	p	p	-0.615
YDR225W	YBL003C	YNL201C	p	p	-0.615
YDR225W	YBL003C	YOR244W	p	p	-0.615
YDR225W	YBL008W	YBR009C	p	p	-0.1904
YDR225W	YBL008W	YBR009C	p	td	-0.1904
YDR225W	YBL008W	YBR010W	p	p	-0.1904
YDR225W	YBL008W	YBR010W	p	td	-0.1904
YDR225W	YBL008W	YBR289W	p	p	-0.1904
YDR225W	YBL008W	YDR224C	p	td	-0.1904
YDR225W	YBL008W	YJR140C	tu	p	-0.1904
YDR225W	YBL008W	YNL030W	p	td	-0.1904
YDR225W	YBL008W	YNL031C	p	td	-0.1904
YDR225W	YBL008W	YOR038C	tu	p	-0.1904
YDR225W	YBL097W	YDR510W	p	p	-0.1861
YDR225W	YBR060C	YIL131C	tu	p	-0.2451
YDR225W	YBR060C	YML065W	p	p	-0.2451
YDR225W	YBR215W	YBL008W	tu	p	-0.3085
YDR225W	YBR215W	YDR510W	p	p	-0.3085
YDR225W	YBR215W	YJR140C	tu	p	-0.3085
YDR225W	YBR215W	YOR038C	tu	p	-0.3085
YDR225W	YCL061C	YBR136W	ku	ku	-0.2939
YDR225W	YCL061C	YLR182W	tu	tu	-0.2939
YDR226W	YAL038W	YDR510W	p	p	-0.1657
YDR231C	YBR011C	YBR109C	p	p	-0.1736
YDR231C	YCR068W	YBR049C	tu	tu	-0.5107
YDR233C	YBR210W	YKL112W	tu	tu	-0.1609
YDR235W	YBR119W	YGR013W	p	p	-0.1392
YDR235W	YBR119W	YHR086W	p	p	-0.1392
YDR235W	YBR119W	YPL213W	p	p	-0.1392
YDR235W	YDL043C	YPL213W	p	p	-0.1725
YDR238C	YBR049C	YFR051C	p	td	-0.2535
YDR238C	YBR049C	YGL137W	p	td	-0.2535
YDR238C	YBR049C	YNL287W	p	td	-0.2535
YDR238C	YBR049C	YPL010W	p	td	-0.2535
YDR238C	YCR032W	YBR049C	tu	tu	-0.2769
YDR238C	YDL137W	YDL192W	p	p	-0.1365
YDR238C	YDL145C	YFR051C	p	p	-0.6853
YDR238C	YDL145C	YGL137W	p	p	-0.6853
YDR238C	YDL145C	YIL076W	p	p	-0.6853
YDR238C	YDL145C	YLR268W	p	p	-0.6853
YDR238C	YDL145C	YML067C	p	p	-0.6853
YDR238C	YDL145C	YNL287W	p	p	-0.6853
YDR238C	YDL145C	YPL010W	p	p	-0.6853
YDR238C	YDL155W	YBR049C	tu	tu	-0.2075
YDR238C	YDL212W	YBR049C	tu	tu	-0.1379
YDR240C	YBR119W	YGR013W	p	p	-0.1645
YDR240C	YBR119W	YHR086W	p	p	-0.1645
YDR240C	YBR119W	YIL061C	p	p	-0.1645
YDR240C	YBR119W	YKL074C	p	p	-0.1645
YDR240C	YBR119W	YPL213W	p	p	-0.1645
YDR240C	YDL043C	YKL074C	p	p	-0.1787
YDR240C	YDL043C	YPL213W	p	p	-0.1787
YDR240C	YDL087C	YGR013W	p	p	-0.6921
YDR240C	YDL087C	YHR086W	p	p	-0.6921
YDR240C	YDL087C	YPL213W	p	p	-0.6921
YDR245W	YBL105C	YJR075W	p	kd	-0.4163
YDR245W	YBR078W	YKL112W	tu	tu	-0.1763
YDR245W	YBR101C	YKL112W	tu	tu	-0.2774
YDR245W	YBR162C	YKL112W	tu	tu	-0.4603
YDR245W	YCL031C	YKL112W	tu	tu	-0.1294
YDR245W	YDL105W	YKL112W	tu	tu	-0.1419
YDR245W	YDL145C	YKL112W	tu	tu	-0.1524
YDR246W	YBR254C	YDR108W	p	p	-0.368
YDR246W	YBR254C	YDR407C	p	p	-0.368
YDR246W	YBR254C	YDR472W	p	p	-0.368
YDR246W	YBR254C	YEL048C	p	p	-0.368
YDR246W	YBR254C	YKR068C	p	p	-0.368
YDR246W	YBR254C	YML077W	p	p	-0.368
YDR246W	YBR254C	YOR115C	p	p	-0.368
YDR253C	YAL012W	YNL103W	p	tu	-0.2793
YDR254W	YBR156C	YGR140W	p	p	-0.2513
YDR260C	YBL084C	YDL008W	p	p	-0.5513
YDR260C	YBL084C	YDR118W	p	p	-0.5513
YDR260C	YBL084C	YFR036W	p	p	-0.5513
YDR260C	YBL084C	YGL240W	p	p	-0.5513
YDR260C	YBL084C	YHR166C	p	p	-0.5513
YDR260C	YBL084C	YIR025W	p	p	-0.5513
YDR260C	YBL084C	YKL022C	p	p	-0.5513
YDR260C	YBL084C	YLR102C	p	p	-0.5513
